g_number,g_price,g_details,g_picture,g_color,g_size,g_brand
100054574041,6999.00,商品名称：OPPOFind X6 Pro&商品编号：100054574041&商品毛重：0.603kg&商品产地：中国大陆&CPU型号：骁龙8 Gen2&运行内存：16GB&机身颜色：大漠银月&三防标准：IP68&充电功率：80-119W&支持IPv6：支持IPv6&屏幕材质：OLED曲面屏&后摄主像素：5000万像素&机身内存：512GB&屏幕分辨率：QHD+及以上&风格：简约风，科技，时尚&机身色系：混合色系&特征特质：LTPO屏幕，E6材质，屏幕指纹，屏幕高刷新率，光学防抖拍照，高倍率变焦，潜望式长焦，防水防尘，无线充电，NFC，5G，红外遥控&,http://img11.360buyimg.com/n1/s450x450_jfs/t1/112245/9/37245/62318/645f6c44Fa4b3bc3a/061d2f904ba294b7.jpg,大漠银月,16GB+512GB,OPPO
10067430999787,599.00,商品名称：新款14promax灵动岛大屏智能手机256g可用5G卡4g全网通电竞游戏长续航学生机安卓超薄便宜价 紫色【8+128GB】&商品编号：10067430999787&商品毛重：400.00g&CPU型号：紫光展锐&运行内存：8GB&机身颜色：几何黑&三防标准：不支持防水&屏幕分辨率：HD+&充电功率：以官网信息为准&机身色系：黑色系，紫色系，白色系&屏幕材质：LCD&机身内存：256GB&风格：简约风，苹果风，炫彩&,http://img12.360buyimg.com/n1/s450x450_jfs/t1/70182/19/23411/86971/63a305d0E71097164/83626bb47bc5fe52.jpg,紫色【8+128GB】,,魅紫（VOVE）
100054077501,6699.00,商品名称：荣耀Magic5 至臻版&商品编号：100054077501&商品毛重：0.82kg&商品产地：中国大陆&CPU型号：骁龙8 Gen2&运行内存：16GB&机身颜色：雅黑&三防标准：IP68&充电功率：50-79W&支持IPv6：支持IPv6&屏幕材质：OLED曲面屏&后摄主像素：5000万像素&特征特质：屏幕指纹，屏幕高刷新率，光学防抖拍照，高倍率变焦，潜望式长焦，防水防尘，NFC，5G，红外遥控，VC散热，大底主摄&屏幕分辨率：FHD+&风格：科技，轻奢，商务&机身内存：512GB&机身色系：黑色系&,http://img11.360buyimg.com/n1/s450x450_jfs/t1/173012/35/36624/70867/645dfe40F26cace1f/2e2a3b2d83624a1b.jpg,雅黑色,,荣耀（HONOR）
100046131184,4499.00,商品名称：OPPOFind X6&商品编号：100046131184&商品毛重：0.591kg&商品产地：中国大陆&CPU型号：天玑9200&运行内存：12GB&机身颜色：飞泉绿&三防标准：IPX4&充电功率：80-119W&支持IPv6：支持IPv6&屏幕材质：OLED曲面屏&后摄主像素：5000万像素&机身内存：256GB&屏幕分辨率：FHD+&机身色系：绿色系&特征特质：屏幕指纹，屏幕高刷新率，光学防抖拍照，高倍率变焦，潜望式长焦，防水防尘，NFC，5G，红外遥控&风格：简约风，时尚，科技&,http://img14.360buyimg.com/n1/s450x450_jfs/t1/221256/25/25612/51884/645f6b0cFb8d0749d/c204e693f3c0919e.jpg,飞泉绿,12GB+256GB,OPPO
100040654840,949.00,商品名称：真我10s&商品编号：100040654840&商品毛重：450.00g&商品产地：中国大陆&CPU型号：天玑800系列&运行内存：8GB&机身颜色：流光蓝&三防标准：不支持防水&屏幕分辨率：FHD+&充电功率：26-49W&机身色系：蓝色系&屏幕材质：LCD&机身内存：128GB&风格：简约风，大气&,http://img10.360buyimg.com/n1/s450x450_jfs/t1/158469/14/33240/53777/639ad9c1E7a621b5a/db229460eb837e91.jpg,流光蓝,8GB+128GB,真我（realme）
100049739356,7299.00,商品名称：小米小米13 Ultra&商品编号：100049739356&商品毛重：0.65kg&商品产地：中国大陆&CPU型号：骁龙8 Gen2&运行内存：16GB&机身颜色：绿色&三防标准：IP68&屏幕分辨率：WQHD+&充电功率：80-119W&机身内存：1TB&机身色系：绿色系&屏幕材质：OLED曲面屏&后摄主像素：5000万像素&风格：商务，科技&,http://img11.360buyimg.com/n1/s450x450_jfs/t1/200211/26/34922/56440/645c4468Fbbccf42e/f03175c392e97f1a.jpg,橄榄绿,16GB+1TB,小米（MI）
100046131136,4999.00,商品名称：OPPOFind X6&商品编号：100046131136&商品毛重：0.59kg&商品产地：中国大陆&CPU型号：天玑9200&运行内存：16GB&机身颜色：星空黑&三防标准：IPX4&充电功率：80-119W&支持IPv6：支持IPv6&屏幕材质：OLED曲面屏&后摄主像素：5000万像素&特征特质：屏幕指纹，屏幕高刷新率，光学防抖拍照，高倍率变焦，潜望式长焦，防水防尘，NFC，5G，红外遥控&屏幕分辨率：FHD+&风格：简约风，科技，时尚&机身内存：512GB&机身色系：黑色系&,http://img11.360buyimg.com/n1/s450x450_jfs/t1/128111/24/32671/46057/645f6b42F0751887c/06d109eaee05cc33.jpg,星空黑,16GB+512GB,OPPO
100049728367,1029.00,商品名称：华为华为畅享 50z&商品编号：100049728367&商品毛重：450.00g&商品产地：中国大陆&CPU型号：未公布&运行内存：6GB&机身颜色：宝石蓝&三防标准：生活防水&屏幕分辨率：HD+&充电功率：25W及以下&风格：大气，时尚，简约风&屏幕材质：LCD&机身内存：128GB&机身色系：纯色&,http://img12.360buyimg.com/n1/s450x450_jfs/t1/193805/6/34069/82572/6433f370Fa876ac9e/3f7910779dc8e156.jpg,宝石蓝,128GB,华为（HUAWEI）
100040997770,2299.00,商品名称：vivoS16&商品编号：100040997770&商品毛重：0.52kg&商品产地：中国大陆&CPU型号：骁龙870&运行内存：8GB&机身颜色：绿色&三防标准：生活防水&屏幕分辨率：FHD+&充电功率：50-79W&机身内存：128GB&风格：科技，时尚，大气&屏幕材质：OLED曲面屏&后摄主像素：6400万像素&机身色系：混合色系&,http://img10.360buyimg.com/n1/s450x450_jfs/t1/167320/29/24112/65778/645627b5F1c9bc060/8f6844a5a7f55af1.jpg,颜如玉,8GB+128GB,vivo
100041239072,1899.00,商品名称：小米Redmi K60E&商品编号：100041239072&商品毛重：0.53kg&商品产地：中国大陆&CPU型号：天玑8200&运行内存：8GB&机身颜色：墨羽&三防标准：IP53&充电功率：50-79W&屏幕材质：OLED直屏&后摄主像素：4800万像素&特征特质：屏幕高刷新率，光学防抖拍照，5G，NFC，红外遥控&屏幕分辨率：WQHD+&风格：大气，科技，时尚&机身色系：黑色系&机身内存：128GB&,http://img12.360buyimg.com/n1/s450x450_jfs/t1/217600/28/26957/46257/645b44a3F17406301/d7a3eaed9df0f5c5.jpg,墨羽,8GB+128GB,小米（MI）
100048172455,3469.00,商品名称：vivoiQOO 11&商品编号：100048172455&商品毛重：0.65kg&商品产地：中国大陆&CPU型号：骁龙8 Gen2&运行内存：8GB&机身颜色：赛道版&三防标准：不支持防水&充电功率：120-150W&屏幕材质：OLED直屏&后摄主像素：5000万像素&机身内存：256GB&屏幕分辨率：FHD+&泰尔电竞评级：电竞手机&机身色系：黑色系&风格：科技，时尚，商务&,http://img10.360buyimg.com/n1/s450x450_jfs/t1/187926/35/34997/59231/645dd847F9c7809ba/28d2d5e4c27bf3fd.jpg,赛道版,8GB+256GB,vivo
100040997728,3399.00,商品名称：vivoS16 Pro&商品编号：100040997728&商品毛重：0.52kg&商品产地：中国大陆&CPU型号：天玑8200&运行内存：12GB&机身颜色：绿色&三防标准：生活防水&屏幕分辨率：FHD+&充电功率：50-79W&机身内存：512GB&风格：科技，时尚，大气&屏幕材质：OLED曲面屏&后摄主像素：5000万像素&机身色系：混合色系&,http://img13.360buyimg.com/n1/s450x450_jfs/t1/201470/3/34531/66992/645b67e7F55c0a4f8/7322be91971e26b0.jpg,颜如玉,12GB+512GB,vivo
100042756156,3999.00,商品名称：vivoX90&商品编号：100042756156&商品毛重：0.6kg&商品产地：中国大陆&CPU型号：天玑9200&运行内存：8GB&机身颜色：白色&三防标准：生活防水&屏幕分辨率：FHD+&充电功率：120-150W&机身内存：256GB&机身色系：白色系&屏幕材质：OLED曲面屏&后摄主像素：5000万像素&风格：科技，时尚，大气&,http://img11.360buyimg.com/n1/s450x450_jfs/t1/163985/12/37075/63037/64562527F567cdca3/930be1d277080712.jpg,告白,8GB+256GB,vivo
100014348492,599.00,商品名称：小米Redmi 9A&商品编号：100014348492&商品毛重：370.00g&商品产地：中国大陆&CPU型号：MTK G系列&运行内存：4GB及以下&机身颜色：砂石黑&三防标准：不支持防水&屏幕分辨率：HD+&充电功率：25W及以下&机身内存：64GB及以下&机身色系：黑色系&屏幕材质：LCD&后摄主像素：1300万像素&风格：简约风&,http://img12.360buyimg.com/n1/s450x450_jfs/t1/118064/27/12885/59959/5f17b7efE453f688d/5b33ac76b2aaea9b.jpg,9A 4GB+64GB 砂石黑,,小米（MI）
100041239042,3599.00,商品名称：小米Redmi K60 Pro&商品编号：100041239042&商品毛重：0.6kg&商品产地：中国大陆&CPU型号：骁龙8 Gen2&运行内存：12GB&机身颜色：墨羽&三防标准：IP53&屏幕分辨率：WQHD+&充电功率：120-150W&机身内存：256GB&风格：科技，时尚，大气&屏幕材质：OLED直屏&后摄主像素：5000万像素&机身色系：黑色系&,http://img12.360buyimg.com/n1/s450x450_jfs/t1/120117/2/34198/59182/644a64ddF5241567f/f6d5c85325561b2e.jpg,墨羽,12GB+256GB,小米（MI）
100048301390,5999.00,商品名称：vivoX Flip&商品编号：100048301390&商品毛重：0.8kg&商品产地：中国大陆&CPU型号：骁龙8+ Gen 1&运行内存：12GB&机身颜色：紫色&三防标准：IPX4&屏幕分辨率：FHD+&充电功率：26-49W&机身内存：256GB&机身色系：紫色系&屏幕材质：OLED折叠屏&后摄主像素：5000万像素&风格：科技，时尚，大气&,http://img10.360buyimg.com/n1/s450x450_jfs/t1/97719/36/20321/79564/645a2a59F669cec98/4dbd9e57d6dd3141.jpg,菱紫,12GB+256GB,vivo
100049696256,2499.00,商品名称：华为nova 11&商品编号：100049696256&商品毛重：480.00g&商品产地：中国大陆&CPU型号：骁龙778G&运行内存：8GB&机身颜色：曜金黑&三防标准：不支持防水&充电功率：50-79W&支持IPv6：支持IPv6&屏幕材质：OLED直屏&后摄主像素：5000万像素&机身内存：128GB&屏幕分辨率：FHD+&风格：商务，时尚，大气&机身色系：混合色系&特征特质：屏幕指纹，屏幕高刷新率，NFC&,http://img11.360buyimg.com/n1/s450x450_jfs/t1/193675/18/34355/50595/644bf0ffF38f75f54/3d254f9bab9030e3.jpg,曜金黑,128GB,华为（HUAWEI）
100040866876,2639.00,商品名称：荣耀荣耀手机&商品编号：100040866876&商品毛重：0.511kg&商品产地：中国大陆&CPU型号：骁龙8+ Gen 1&运行内存：12GB&机身颜色：星际黑&三防标准：不支持防水&充电功率：50-79W&屏幕材质：OLED直屏&后摄主像素：5400万像素&机身内存：256GB&屏幕分辨率：FHD+&泰尔电竞评级：电竞手机&风格：大气，时尚，科技&机身色系：黑色系&,http://img11.360buyimg.com/n1/s450x450_jfs/t1/140453/39/33291/29849/63a8ff12E86a18555/0dd88f15051f0332.jpg,星际黑,12GB+256GB,荣耀（HONOR）
100028235502,999.00,商品名称：小米Redmi Note 11 5G&商品编号：100028235502&商品毛重：470.00g&商品产地：中国大陆&CPU型号：天玑800系列&运行内存：6GB&机身颜色：神秘黑境&三防标准：IP53&屏幕分辨率：FHD+&充电功率：26-49W&机身内存：128GB&机身色系：黑色系&屏幕材质：LCD&后摄主像素：5000万像素&风格：科技，时尚，大气&,http://img12.360buyimg.com/n1/s450x450_jfs/t1/175598/39/34704/41284/6412c14cF116ff088/622c954a56e2b970.jpg,神秘黑境,6GB+128GB,小米（MI）
100049344481,599.00,商品名称：乐视Y1Pro+&商品编号：100049344481&商品毛重：420.00g&商品产地：中国大陆&CPU型号：展讯&运行内存：4GB及以下&机身颜色：星空蓝&三防标准：不支持防水&屏幕分辨率：HD+&充电功率：25W及以下&机身色系：混合色系&屏幕材质：LCD&机身内存：128GB&风格：简约风，苹果风，大气&,http://img11.360buyimg.com/n1/s450x450_jfs/t1/70141/27/22578/96743/64153995F3412a952/7cd24cfab70ff3da.jpg,星空蓝,8核+128GB,乐视
100048154825,6999.00,商品名称：vivoX90 Pro+&商品编号：100048154825&商品毛重：0.64kg&商品产地：中国大陆&CPU型号：骁龙8 Gen2&运行内存：12GB&机身颜色：黑色&三防标准：IP68&屏幕分辨率：QHD+及以上&充电功率：80-119W&机身内存：512GB&机身色系：黑色系&屏幕材质：OLED曲面屏&后摄主像素：5000万像素&风格：科技，时尚，大气&,http://img10.360buyimg.com/n1/s450x450_jfs/t1/51321/26/23259/96393/64562741Fc3be7fae/d283e78ca0f1ffc6.jpg,原黑,12GB+512GB,vivo
100016931043,1599.00,商品名称：荣耀荣耀手机&商品编号：100016931043&商品毛重：475.00g&商品产地：中国大陆&CPU型号：骁龙600系列&运行内存：8GB&机身颜色：幻夜黑&三防标准：不支持防水&屏幕分辨率：FHD+&充电功率：50-79W&机身内存：256GB&风格：简约风，商务，轻奢&屏幕材质：LCD&后摄主像素：4800万像素&机身色系：黑色系&,http://img13.360buyimg.com/n1/s450x450_jfs/t1/183586/37/27727/27457/63298454E49cb7e58/a572a0c7551a3fb3.jpg,幻夜黑,8GB+256GB,荣耀（HONOR）
100037468464,2099.00,商品名称：OPPOK10&商品编号：100037468464&商品毛重：0.53kg&商品产地：中国大陆&CPU型号：天玑8000&运行内存：12GB&机身颜色：暗夜黑&三防标准：生活防水&充电功率：50-79W&屏幕材质：LTPS LCD&后摄主像素：6400万像素&机身内存：256GB&屏幕分辨率：FHD+&泰尔电竞评级：否&风格：简约风，时尚&机身色系：黑色系&,http://img14.360buyimg.com/n1/s450x450_jfs/t1/82632/27/22550/57360/645deca7F6299409a/23b1fef3eadc7876.jpg,暗夜黑,12GB+256GB,OPPO
100042483121,15999.00,商品名称：三星三星 W23&商品编号：100042483121&商品毛重：1.088kg&商品产地：越南&CPU型号：骁龙8+ Gen 1&运行内存：16GB&机身颜色：黑色&三防标准：IPX8&屏幕分辨率：QHD+及以上&充电功率：25W及以下&机身内存：512GB&风格：商务&屏幕材质：OLED折叠屏&后摄主像素：5000万像素&机身色系：黑色系&,http://img11.360buyimg.com/n1/s450x450_jfs/t1/51747/36/22512/83545/6458b941F5c94d079/2f9382890da36f30.jpg,,,三星（SAMSUNG）
100042265411,2399.00,商品名称：荣耀荣耀X40 GT&商品编号：100042265411&商品毛重：480.00g&商品产地：中国大陆&CPU型号：骁龙888&运行内存：12GB&机身颜色：钛空银&三防标准：不支持防水&屏幕分辨率：FHD+&充电功率：50-79W&机身内存：256GB&风格：ins风，大气，科技&屏幕材质：LCD&后摄主像素：5000万像素&机身色系：银色系&,http://img11.360buyimg.com/n1/s450x450_jfs/t1/148238/14/31258/27698/63468df4E8901928d/0292f11d27944602.jpg,钛空银,12GB+256GB,荣耀（HONOR）
100037381004,919.00,商品名称：OPPOA55s&商品编号：100037381004&商品毛重：485.00g&商品产地：中国大陆&CPU型号：天玑700系列&运行内存：8GB&机身颜色：律动黑&三防标准：生活防水&屏幕分辨率：HD+&充电功率：25W及以下&机身内存：128GB&机身色系：黑色系&屏幕材质：LCD&后摄主像素：1300万像素&风格：简约风&,http://img14.360buyimg.com/n1/s450x450_jfs/t1/72677/10/25451/39715/645ddfe5F6b2339b5/cef21affe210b9d0.jpg,律动黑,,OPPO
100049592416,1999.00,商品名称：华为畅享 60X&商品编号：100049592416&商品毛重：480.00g&商品产地：中国大陆&CPU型号：骁龙600系列&运行内存：8GB&机身颜色：曜金黑&三防标准：生活防水&屏幕分辨率：FHD+&充电功率：25W及以下&机身内存：256GB&机身色系：混合色系&屏幕材质：LCD&后摄主像素：5000万像素&风格：简约风，时尚，大气&,http://img11.360buyimg.com/n1/s450x450_jfs/t1/142119/32/34762/45248/645fb220F8b543d7e/eadd3136576642e2.jpg,曜金黑,256GB,华为（HUAWEI）
100046912339,3289.00,商品名称：三星Galaxy S22&商品编号：100046912339&商品毛重：340.00g&商品产地：越南&CPU型号：骁龙8系列&运行内存：8GB&机身颜色：白色&三防标准：IP68&屏幕分辨率：FHD+&充电功率：25W及以下&机身内存：128GB&风格：商务&屏幕材质：OLED直屏&后摄主像素：5000万像素&机身色系：白色系&,http://img14.360buyimg.com/n1/s450x450_jfs/t1/165853/35/31418/70304/6426a81aF45bcc0a7/ae4257335adb6d31.jpg,雾松绿,8GB+128GB,三星（SAMSUNG）
100038849174,2099.00,商品名称：荣耀70&商品编号：100038849174&商品毛重：490.00g&商品产地：中国大陆&CPU型号：骁龙778G+&运行内存：8GB&机身颜色：流光水晶&三防标准：不支持防水&充电功率：50-79W&支持IPv6：支持IPv6&屏幕材质：OLED曲面屏&后摄主像素：5400万像素&机身内存：256GB&屏幕分辨率：FHD+&风格：大气，科技，时尚&机身色系：银色系&,http://img14.360buyimg.com/n1/s450x450_jfs/t1/44697/24/20933/38470/632873b9Ed6dbe896/d56052b618d1acd4.jpg,流光水晶,8GB+256GB,荣耀（HONOR）
100050405201,6399.00,商品名称：OPPOFind N2 Flip&商品编号：100050405201&商品毛重：0.825kg&商品产地：中国大陆&CPU型号：天玑9000+&运行内存：12GB&机身颜色：流金&三防标准：IPX4&充电功率：26-49W&支持IPv6：支持IPv6&屏幕材质：OLED折叠屏&后摄主像素：5000万像素&特征特质：LTPO屏幕，折叠屏，屏幕高刷新率，NFC，5G&屏幕分辨率：FHD+&机身色系：金色系&机身内存：256GB&风格：简约风，时尚，科技&,http://img11.360buyimg.com/n1/s450x450_jfs/t1/221719/2/28031/65458/645dee4cFb311a7e0/a63924a677156c0b.jpg,流金,12GB+256GB,OPPO
100048301390,5999.00,商品名称：vivoX Flip&商品编号：100048301390&商品毛重：0.8kg&商品产地：中国大陆&CPU型号：骁龙8+ Gen 1&运行内存：12GB&机身颜色：紫色&三防标准：IPX4&屏幕分辨率：FHD+&充电功率：26-49W&机身内存：256GB&机身色系：紫色系&屏幕材质：OLED折叠屏&后摄主像素：5000万像素&风格：科技，时尚，大气&,http://img10.360buyimg.com/n1/s450x450_jfs/t1/97719/36/20321/79564/645a2a59F669cec98/4dbd9e57d6dd3141.jpg,菱紫,12GB+256GB,vivo
100054651267,6988.00,商品名称：华为P60 Pro&商品编号：100054651267&商品毛重：0.56kg&商品产地：中国大陆&CPU型号：骁龙8系列 4G&运行内存：8GB&机身颜色：白色&三防标准：IP68&屏幕分辨率：FHD+&充电功率：80-119W&机身内存：256GB&机身色系：白色系&屏幕材质：OLED曲面屏&后摄主像素：4800万像素&风格：商务，轻奢，大气&,http://img12.360buyimg.com/n1/s450x450_jfs/t1/97389/37/34968/63670/645b5840Fadb8acc6/18055e94fe8fe188.jpg,洛可可白,256GB,华为（HUAWEI）
100039173190,1809.00,商品名称：OPPOReno8&商品编号：100039173190&商品毛重：500.00g&商品产地：中国大陆&CPU型号：天玑1300&运行内存：8GB&机身颜色：微醺&三防标准：生活防水&充电功率：80-119W&支持IPv6：支持IPv6&屏幕材质：OLED直屏&后摄主像素：5000万像素&机身内存：256GB&屏幕分辨率：FHD+&机身色系：混合色系&风格：简约风&,http://img10.360buyimg.com/n1/s450x450_jfs/t1/120210/32/28498/49072/6364cc76E87f99604/598b4ddc9ec1f5d7.jpg,微醺,8GB+256GB,OPPO
100044835935,1299.00,商品名称：小米Redmi Note 12 5G&商品编号：100044835935&商品毛重：470.00g&商品产地：中国大陆&CPU型号：骁龙4系列&运行内存：8GB&机身颜色：黑色&三防标准：IP53&屏幕分辨率：FHD+&充电功率：26-49W&机身内存：128GB&风格：科技，时尚，大气&屏幕材质：OLED直屏&后摄主像素：4800万像素&机身色系：黑色系&,http://img10.360buyimg.com/n1/s450x450_jfs/t1/188779/40/34368/51497/64267c6eFdeb8a186/b67938a6658ac22b.jpg,子夜黑,8GB+128GB,小米（MI）
100050561399,4799.00,商品名称：努比亚红魔8Pro&商品编号：100050561399&商品毛重：0.62kg&商品产地：中国大陆&CPU型号：骁龙8 Gen2&运行内存：12GB&机身颜色：黑色&三防标准：生活防水&充电功率：80-119W&屏幕材质：OLED直屏&后摄主像素：5000万像素&特征特质：屏幕高刷新率，独立游戏按键，5G&屏幕分辨率：FHD+&泰尔电竞评级：硬核电竞手机&风格：炫彩&机身内存：256GB&机身色系：黑色系&,http://img14.360buyimg.com/n1/s450x450_jfs/t1/35299/6/20945/94405/6455b055F5013d790/a2a3ed770c0e0a34.jpg,暗夜骑士,12GB+256GB,努比亚（nubia）
100046355142,5799.00,商品名称：ROG游戏手机7&商品编号：100046355142&商品毛重：0.673kg&商品产地：中国大陆&CPU型号：骁龙8 Gen2&运行内存：16GB&机身颜色：白色&三防标准：IPX4&屏幕分辨率：FHD+&充电功率：50-79W&机身内存：512GB&风格：科技，大气&屏幕材质：OLED直屏&后摄主像素：5000万像素&机身色系：白色系&,http://img12.360buyimg.com/n1/s450x450_jfs/t1/99539/32/37157/51476/645b04d7Fe18e5663/7a34cfce23029552.jpg,幻影白,16GB+512GB,ROG
100047126811,2499.00,商品名称：OPPOReno9&商品编号：100047126811&商品毛重：500.00g&商品产地：中国大陆&CPU型号：骁龙778G&运行内存：8GB&机身颜色：微醺&三防标准：IPX4&屏幕分辨率：FHD+&充电功率：50-79W&机身内存：256GB&机身色系：混合色系&屏幕材质：OLED曲面屏&后摄主像素：6400万像素&风格：科技，时尚，简约风&,http://img11.360buyimg.com/n1/s450x450_jfs/t1/175929/7/37722/55311/645e06d6F9a700c58/e9da60018814107b.jpg,微醺,8GB+256GB,OPPO
100048172505,5799.00,商品名称：vivoiQOO 11 Pro&商品编号：100048172505&商品毛重：0.68kg&商品产地：中国大陆&CPU型号：骁龙8 Gen2&运行内存：16GB&机身颜色：赛道版&三防标准：不支持防水&屏幕分辨率：FHD+&充电功率：151-200W&机身内存：512GB&风格：科技，时尚，商务&屏幕材质：OLED曲面屏&后摄主像素：5000万像素&机身色系：黑色系&,http://img10.360buyimg.com/n1/s450x450_jfs/t1/120953/24/24753/61039/645dd7d8F077d4b5c/74327bdc8658938f.jpg,赛道版,16GB+512GB,vivo
100048301356,8999.00,商品名称：vivoX Fold2&商品编号：100048301356&商品毛重：1.092kg&商品产地：中国大陆&CPU型号：骁龙8 Gen2&运行内存：12GB&机身颜色：黑色&三防标准：IPX4&屏幕分辨率：QHD+及以上&充电功率：120-150W&机身内存：256GB&风格：商务，科技，大气&屏幕材质：OLED折叠屏&后摄主像素：5000万像素&机身色系：黑色系&,http://img11.360buyimg.com/n1/s450x450_jfs/t1/89459/19/36909/90795/645e04c4F1e1e4919/1286323f7b68d54d.jpg,弦影黑,12GB+256GB,vivo
10070233694982,2099.00,商品名称：小米（MI）Redmi K60系列&商品编号：10070233694982&商品毛重：500.00g&CPU型号：天玑8200&运行内存：8GB&机身颜色：晴雪&三防标准：IP53&屏幕分辨率：WQHD+&充电功率：50-79W&机身色系：白色系&屏幕材质：OLED直屏&机身内存：256GB&风格：简约风，大气，科技&,http://img12.360buyimg.com/n1/s450x450_jfs/t1/58388/14/23817/101011/645d9ff4F9a029615/2e8a825017064ec4.jpg,晴雪,8GB+256GB,小米（MI）
100050405211,7999.00,商品名称：OPPOFind N2&商品编号：100050405211&商品毛重：1.09kg&商品产地：中国大陆&CPU型号：骁龙8+ Gen 1&运行内存：12GB&机身颜色：素黑&三防标准：生活防水&充电功率：50-79W&支持IPv6：支持IPv6&屏幕材质：OLED折叠屏&后摄主像素：5000万像素&特征特质：LTPO屏幕，折叠屏，屏幕高刷新率，NFC，5G&屏幕分辨率：FHD+&风格：商务，轻奢，科技&机身内存：256GB&机身色系：黑色系&,http://img11.360buyimg.com/n1/s450x450_jfs/t1/155942/7/36906/96202/645deefaF46f44c1d/d6fa5d52870c62c3.jpg,素黑,12GB+256GB,OPPO
100046328409,1499.00,商品名称：真我10 Pro+&商品编号：100046328409&商品毛重：470.00g&商品产地：中国大陆&CPU型号：天玑1080&运行内存：8GB&机身颜色：星曜之光&三防标准：不支持防水&屏幕分辨率：FHD+&充电功率：50-79W&风格：科技，炫彩&屏幕材质：OLED曲面屏&机身内存：256GB&机身色系：混合色系&,http://img14.360buyimg.com/n1/s450x450_jfs/t1/181498/19/30614/69304/6374ea31Ee9e58bbe/24d33218c9b08852.jpg,星曜之光,8GB+256GB,真我（realme）
100056884537,1599.00,商品名称：vivoY78+&商品编号：100056884537&商品毛重：430.00g&商品产地：中国大陆&CPU型号：骁龙600系列&运行内存：8GB&机身颜色：天青色&三防标准：生活防水&屏幕分辨率：FHD+&充电功率：26-49W&机身内存：128GB&风格：简约风，科技，时尚&屏幕材质：OLED曲面屏&后摄主像素：5000万像素&机身色系：青色系&,http://img12.360buyimg.com/n1/s450x450_jfs/t1/168140/11/32422/72771/6459b63bFddb1f7b5/2ef56ea3c5452529.jpg,天青色,8GB+128GB,vivo
100027711839,1399.00,商品名称：vivoY77&商品编号：100027711839&商品毛重：470.00g&商品产地：中国大陆&CPU型号：天玑900系列&运行内存：8GB&机身颜色：晶钻粉&三防标准：不支持防水&屏幕分辨率：FHD+&充电功率：80-119W&机身内存：128GB&风格：科技，时尚，大气&屏幕材质：LCD&后摄主像素：5000万像素&机身色系：混合色系&,http://img14.360buyimg.com/n1/s450x450_jfs/t1/116416/27/33580/76567/643e8a73Fe0be5835/4f76faa7a11f3a40.jpg,晶钻粉,8GB+128GB,vivo
10067193598815,2299.00,商品名称：vivoS16e&商品编号：10067193598815&商品毛重：0.525kg&商品产地：中国大陆&CPU型号：Exynos系列&运行内存：12GB&机身颜色：紫色&三防标准：生活防水&屏幕分辨率：FHD+&充电功率：50-79W&机身内存：256GB&机身色系：紫色系&屏幕材质：OLED直屏&后摄主像素：5000万像素&风格：大气，时尚，炫彩&,http://img10.360buyimg.com/n1/s450x450_jfs/t1/6032/9/29649/60722/640a9569Fb1e623e4/f89f85a551c1f131.jpg,风信紫,12GB 256GB,vivo
100049486779,5799.00,商品名称：小米小米13 pro&商品编号：100049486779&商品毛重：0.75kg&商品产地：中国大陆&CPU型号：骁龙8 Gen2&运行内存：12GB&机身颜色：黑色&三防标准：IP68&屏幕分辨率：WQHD+&充电功率：120-150W&机身内存：256GB&机身色系：黑色系&屏幕材质：OLED曲面屏&后摄主像素：5000万像素&风格：科技，时尚&,http://img14.360buyimg.com/n1/s450x450_jfs/t1/111283/6/33625/34611/645a0818Fdbab8a71/36d06debe94fba68.jpg,陶瓷黑,12GB+256GB,小米（MI）
100056919535,1499.00,商品名称：荣耀荣耀手机&商品编号：100056919535&商品毛重：430.00g&商品产地：中国大陆&CPU型号：天玑6020&运行内存：8GB&机身颜色：杨柳风&三防标准：不支持防水&屏幕分辨率：FHD+&充电功率：26-49W&机身内存：256GB&机身色系：浅蓝色系&屏幕材质：LTPS LCD&后摄主像素：1亿像素&风格：时尚，炫彩&,http://img10.360buyimg.com/n1/s450x450_jfs/t1/202189/29/34484/63443/645e0aecF39dcf717/e3223202f02c8980.jpg,杨柳风,8GB+256GB,荣耀（HONOR）
100035394446,1969.00,商品名称：三星Galaxy A53 5G&商品编号：100035394446&商品毛重：370.00g&商品产地：越南&CPU型号：Exynos系列&运行内存：8GB&机身颜色：黑色&三防标准：IP67&屏幕分辨率：FHD+&充电功率：以官网信息为准&机身内存：128GB&风格：商务&屏幕材质：OLED直屏&后摄主像素：6400万像素&机身色系：纯色&,http://img11.360buyimg.com/n1/s450x450_jfs/t1/6377/30/19777/87121/644a4cdeF70dc7fe8/3a7d6b1a9948c4f8.jpg,宇宙黑,8GB+128GB,三星（SAMSUNG）
100040997770,2299.00,商品名称：vivoS16&商品编号：100040997770&商品毛重：0.52kg&商品产地：中国大陆&CPU型号：骁龙870&运行内存：8GB&机身颜色：绿色&三防标准：生活防水&屏幕分辨率：FHD+&充电功率：50-79W&机身内存：128GB&风格：科技，时尚，大气&屏幕材质：OLED曲面屏&后摄主像素：6400万像素&机身色系：混合色系&,http://img10.360buyimg.com/n1/s450x450_jfs/t1/167320/29/24112/65778/645627b5F1c9bc060/8f6844a5a7f55af1.jpg,颜如玉,8GB+128GB,vivo
