100042379746,4099.00
100014352499,2599.00
100014352553,2599.00
100028614699,1199.00
100033895888,1999.00
10058741790192,570.00
100026667924,3799.00
100027743464,2439.00
100055158141,2499.00
100019501382,949.00
100044025895,3599.00
100044025811,6799.00
100042807754,1499.00
100026667972,3799.00
100056664655,2499.00
100056375423,2499.00
100049840937,5099.00
100056375403,2499.00
100027743410,2439.00
100034709996,5999.00
100044025883,3599.00
100044025833,3599.00
100042807794,1299.00
100044025861,7599.00
100015068401,3639.00
100027743438,3639.00
100043442011,1299.00
100042807792,1499.00
100048837236,3099.00
100042807778,1299.00
100049840937,5099.00
100044025843,4799.00
100039097294,1099.00
100044025889,4799.00
100056375405,2799.00
100028614695,1199.00
100044025905,4799.00
100043442013,1299.00
100047008828,2999.00
100056664651,2499.00
100056375401,2799.00
100043442019,1099.00
100045109165,3399.00
100055158137,2499.00
100051302579,2299.00
100047008816,2699.00
100013225403,5298.00
100034710060,4399.00
100048837216,2099.00
10064879697355,1688.00
10066597543243,5199.00
66770331092,6599.00
100049272624,4799.00
100019718243,4799.00
100034710018,5599.00
100019718287,4399.00
100028614703,1549.00
100034709978,5999.00
100038829675,1099.00
100048837194,1899.00
100034710000,4799.00
100047008818,2699.00
100048837194,1899.00
100045664986,2999.00
10068135208241,1288.00
100049272624,4799.00
100055158143,2699.00
10049131476188,1258.00
100042517438,2099.00
100027743462,4799.00
10054511218881,1099.00
10073476248345,3999.00
100027743396,4799.00
100043442021,1099.00
100056375399,1899.00
100044025849,10099.00
10068135208242,1258.00
10066597543244,4048.00
100044025921,6799.00
100034710010,4799.00
100056664635,3399.00
100056664653,2499.00
100056375379,3399.00
100049840965,2299.00
100045109169,3399.00
100044002903,2799.00
100055158109,2699.00
100056424221,5299.00
100056664631,3099.00
10049131476190,1258.00
100056664649,3099.00
100032575411,1199.00
100048837234,3099.00
100048837238,2499.00
10021713150867,2599.00
100027743400,3599.00
10070250622091,8419.00
100034709994,4799.00
100045109213,6399.00
100034710052,5599.00
100045109173,3399.00
100032575413,2199.00
100034710084,4399.00
100041217398,2299.00
100056375377,2099.00
100044025903,3599.00
100039178878,1199.00
100044025927,9299.00
100045109177,6399.00
68538408610,6499.00
10073181221414,4799.00
100023428874,2199.00
100013260409,1639.00
100042379746,4099.00
100055158107,2499.00
100032575415,1499.00
10051279717107,519.00
100014352531,3999.00
10045079125843,1699.00
100026667914,5199.00
100014352585,5199.00
100027743412,3599.00
100042227583,7799.00
100043442015,1299.00
100014352497,3999.00
100045109157,7199.00
100052206009,8899.00
10069757432377,2399.00
10066863052371,1798.00
100052215503,2579.00
10028254739978,599.00
100056375407,5299.00
100044861190,1799.00
10051279717105,520.00
100029886497,3999.00
10058741790193,570.00
100019718241,5999.00
10062671040536,9299.00
100029886529,3499.00
10067229473068,4348.00
10042474391053,2549.00
100049272602,2799.00
100035597878,5688.00
100020311405,5688.00
100047008820,2299.00
100049272540,3099.00
100045109185,4599.00
