100051262364,7299.00
100037311057,1299.00
100028235502,999.00
100019459625,899.00
100037437645,1549.00
100047612060,1099.00
100055352743,2099.00
100031192618,1199.00
100053251673,2299.00
100048276065,2399.00
100047126811,2499.00
100045503722,1499.00
100041239020,2699.00
100042265411,2399.00
100038430076,1599.00
100041054085,2559.00
100042508892,2799.00
100047301988,2299.00
100038004389,8599.00
100011493273,999.00
100038004359,9499.00
100048017638,1799.00
100048172437,1719.00
100040195622,4399.00
100038222779,1399.00
100054574041,6999.00
100037397263,1599.00
100026667910,4799.00
100054698559,3399.00
100043016388,3499.00
100037311057,1299.00
100047139684,1299.00
100041367872,669.00
100049486743,4599.00
100045503730,1799.00
100054651297,4988.00
10070940557439,899.00
100023150135,1299.00
100047126813,3799.00
100045099822,3999.00
100038004363,6199.00
100039740906,2699.00
100054574041,6999.00
10067430999787,599.00
100054077501,6699.00
100046131184,4499.00
100040654840,949.00
100049739356,7299.00
100046131136,4999.00
100049728367,1029.00
100040997770,2299.00
100041239072,1899.00
100048172455,3469.00
100040997728,3399.00
100042756156,3999.00
100014348492,599.00
100041239042,3599.00
100048301390,5999.00
100049696256,2499.00
100040866876,2639.00
100028235502,999.00
100049344481,599.00
100048154825,6999.00
100016931043,1599.00
100037468464,2099.00
100042483121,15999.00
100042265411,2399.00
100037381004,919.00
100049592416,1999.00
100046912339,3289.00
100038849174,2099.00
100050405201,6399.00
100048301390,5999.00
100054651267,6988.00
100039173190,1809.00
100044835935,1299.00
100050561399,4799.00
100046355142,5799.00
100047126811,2499.00
100048172505,5799.00
100048301356,8999.00
10070233694982,2099.00
100050405211,7999.00
100046328409,1499.00
100056884537,1599.00
100027711839,1399.00
10067193598815,2299.00
100049486779,5799.00
100056919535,1499.00
100035394446,1969.00
100040997770,2299.00
100049795335,2299.00
100049344487,489.00
100033268517,6969.00
10058349591736,5999.00
100029049505,3249.00
100039740906,2999.00
10058349285057,5099.00
100041779552,2799.00
100047126821,3999.00
100042483091,9499.00
10065218129951,799.00
100019459625,899.00
100049486777,8999.00
10052938170304,1579.00
100037199895,5999.00
100037436722,2499.00
100042368218,5699.00
100043016388,3499.00
100045222274,1799.00
100035246662,2199.00
10046044451173,929.00
10037616578009,3699.00
10021455888921,1099.00
100048172465,4399.00
100048554265,7999.00
100041404534,1069.00
10065790144476,2299.00
100056945833,3499.00
100033268499,12699.00
